Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.385,-1.7675,-0.4025,0.365142,-0.795236,0.570224,-1523,-44,16839,0.001192
-1.05,-1.1025,0.49,0.382982,-0.834289,0.571926,-1503,-20,16720,0.001192
-3.78,-3.99,3.395,0.366151,-0.802942,0.577207,-1520,-80,16937,0.001191
-0.8225,-0.6475,0.2625,0.362682,-0.816605,0.60464,-1519,-72,16962,0.001192
-3.99,-4.2175,0.035,0.366437,-0.861445,0.592655,-1482,-75,16948,0.001192
3.43,0.945,-0.175,0.373186,-0.860391,0.622679,-1507,-87,16857,0.001192
-3.78,1.3825,-0.63,0.341184,-0.888425,0.61966,-1490,-74,16926,0.001191
0.7,0.945,-3.99,0.295134,-0.847255,0.646399,-1526,-52,16911,0.001191
-0.385,1.1725,0.2625,0.281972,-0.851818,0.646902,-1487,-84,16917,0.00119
0.2625,-1.7675,0.2625,0.303165,-0.881986,0.61018,-1484,-65,16931,0.001192
-0.385,1.155,1.3825,0.289882,-0.878144,0.612178,-1514,-78,16915,0.001192
0.7,-1.33,0.49,0.317487,-0.862448,0.615587,-1513,-89,16881,0.001192
0.7,0.49,0.2625,0.330512,-0.85547,0.614161,-1499,-55,16910,0.001191
0.2625,-0.1925,-0.175,0.338758,-0.850809,0.598655,-1497,-80,16866,0.001191
-0.175,4.515,0.2625,0.3043,-0.877218,0.594552,-1507,-51,16837,0.001191
0.2625,4.515,-3.99,0.354161,-0.904165,0.574369,-1492,-34,16811,0.001192
3.22,2.485,3.185,0.327349,-0.926413,0.62615,-1517,-95,16906,0.001192
4.305,-1.7675,0.9275,0.327399,-0.925294,0.636416,-1542,-110,17044,0.001192
-0.385,-1.785,0.7175,0.335734,-0.962499,0.662153,-1502,-103,16999,0.001192
-0.175,-1.995,-0.175,0.35351,-0.944643,0.622974,-1506,-44,16865,0.001193
0.0525,-0.6475,-0.4025,0.358194,-0.928179,0.629203,-1507,-81,16862,0.001192
-1.26,-3.99,-4.2175,0.36173,-0.902628,0.621453,-1503,-55,16802,0.001192
-2.905,-4.2175,-0.63,0.325536,-0.905433,0.617666,-1520,-39,16855,0.001192
2.45,-1.5575,-0.175,0.3648,-0.896564,0.625999,-1509,-60,16678,0.001192
0.49,-3.36,3.6225,0.334411,-0.892006,0.592742,-1518,-35,16921,0.001192
-0.6125,-0.6475,-3.7625,0.336601,-0.884324,0.597997,-1491,-102,16956,0.001192
-3.5525,-4.2175,4.0775,0.294841,-0.885378,0.579114,-1519,-77,16946,0.001192
-1.4875,-0.1925,-4.445,0.308906,-0.863053,0.597609,-1509,-89,16924,0.001192
-1.4875,-1.5575,0.2625,0.309251,-0.893233,0.567268,-1491,-93,16852,0.001193
-3.5525,-3.325,3.6225,0.322786,-0.904623,0.578727,-1499,-51,16848,0.001192
1.575,-1.7675,4.0775,0.315666,-0.859158,0.550242,-1505,-61,16912,0.001192
1.1375,1.3825,1.155,0.315513,-0.860995,0.594534,-1489,-70,16915,0.001192
-0.8225,4.515,0.035,0.276239,-0.876219,0.562986,-1504,-78,16953,0.001191
0.49,0.945,3.185,0.257158,-0.904716,0.535679,-1490,-107,16954,0.001191
-0.385,-0.875,0.035,0.23045,-0.893574,0.540698,-1499,-109,16921,0.00119
-0.175,4.515,-4.445,0.231216,-0.895788,0.539376,-1494,-75,16900,0.001191
-3.99,-3.7625,0.035,0.180223,-0.903725,0.556141,-1534,-72,16914,0.001192
-1.4875,-1.1025,0.035,0.185305,-0.903321,0.519787,-1496,-82,16884,0.001192
4.305,-0.42,3.185,0.201848,-0.937155,0.557563,-1504,-54,16898,0.001191
0.7,-1.1025,4.0775,0.223947,-0.914316,0.58193,-1499,-53,16896,0.001191
1.3475,1.155,-0.175,0.209987,-0.897821,0.558048,-1501,-42,16932,0.001191
0.0525,0.7175,0.035,0.182418,-0.892034,0.515574,-1495,-77,16955,0.00119
0.2625,0.49,4.0775,0.178096,-0.90409,0.514458,-1535,-94,16928,0.001191
-1.6975,-1.1025,-3.7625,0.178583,-0.938236,0.489336,-1495,-60,16846,0.001192
-3.78,-0.6475,4.0775,0.181747,-0.964669,0.505177,-1515,-80,16834,0.001192
1.1375,0.2625,-0.175,0.193337,-1.00388,0.482296,-1540,-53,16861,0.001192
-2.2575,0.7175,0.2625,0.20666,-1.00188,0.444646,-1529,-66,16934,0.001192
-0.385,-0.875,-0.8575,0.222569,-0.972118,0.472411,-1482,-94,16940,0.001192
0.9275,-1.7675,1.61,0.250233,-0.94788,0.461397,-1487,-76,16929,0.001192
-2.905,4.06,-1.75,0.240245,-0.92922,0.452018,-1526,-84,16943,0.001192
-0.385,-3.325,4.0775,0.209729,-0.936714,0.483331,-1484,-68,16915,0.001192
3.8675,0.49,1.155,0.250334,-0.923481,0.473474,-1507,-56,16910,0.001192
-2.7825,-1.1025,-0.63,0.250693,-0.917663,0.430798,-1496,-40,16856,0.001192
0.2625,-0.42,0.7175,0.256257,-0.924178,0.433648,-1522,-78,16889,0.001192
0.7,-1.7675,-2.6425,0.251016,-0.957157,0.424517,-1482,-123,16960,0.001192
0.0525,0.2625,0.9275,0.265518,-0.967542,0.43118,-1520,-74,16882,0.001192
0.49,-0.875,-0.175,0.297729,-0.966473,0.418098,-1497,-53,16870,0.001192
0.7,0.945,0.9275,0.307273,-0.957094,0.431142,-1509,-74,16918,0.001192
0.9275,-3.7625,0.2625,0.299688,-0.921957,0.415191,-1485,-57,16883,0.001191
0.2625,4.515,-0.175,0.258339,-0.94939,0.465365,-1495,-56,16874,0.001191
0.2625,-0.42,3.395,0.25991,-0.99125,0.498408,-1494,-55,16857,0.001191
-0.6125,-0.875,0.9275,0.270304,-0.997107,0.497081,-1484,-50,16801,0.001191
-3.99,4.2875,3.395,0.277694,-1.00777,0.525369,-1514,-68,16890,0.001192
2.7825,2.9225,3.85,0.245949,-1.03232,0.559878,-1528,-85,16945,0.001191
0.2625,2.7125,0.49,0.245491,-1.00266,0.54727,-1493,-60,16878,0.001191
0.9275,-0.42,0.9275,0.257114,-1.0011,0.561622,-1503,-68,16873,0.001191
3.8675,0.49,-1.085,0.250714,-0.994651,0.569077,-1494,-82,16903,0.001191
-0.385,1.3825,0.7175,0.266372,-1.00303,0.570174,-1514,-67,16862,0.001192
4.095,4.06,0.035,0.286363,-0.997459,0.562937,-1516,-36,16933,0.001192
-1.05,-0.42,3.6225,0.295819,-0.990392,0.520694,-1515,-49,16862,0.001192
-4.2175,-0.875,-4.445,0.330308,-0.958832,0.50392,-1505,-69,16883,0.001192
3.43,-1.7675,3.6225,0.330494,-0.912823,0.507646,-1468,-85,16929,0.001192
0.0525,0.035,3.6225,0.36385,-0.903635,0.477427,-1515,-76,16898,0.001192
-3.99,1.8375,0.49,0.34559,-0.891304,0.478608,-1494,-89,16946,0.001191
3.43,0.945,0.7175,0.31933,-0.898268,0.483995,-1503,-67,16907,0.001191
-0.8225,0.2625,0.49,0.310073,-0.910693,0.526082,-1479,-75,16858,0.001192
-3.78,-0.6475,0.2625,0.296141,-0.919653,0.534029,-1513,-32,16816,0.001192
-0.6125,-0.6475,-3.5525,0.334178,-0.930903,0.517955,-1504,-41,16879,0.001191
0.7,-3.325,0.49,0.30937,-0.974213,0.552261,-1486,-54,16909,0.001191
0.49,-1.33,0.49,0.306412,-1.01414,0.572397,-1507,-35,16905,0.001191
0.0525,-0.1925,0.035,0.305903,-1.00988,0.580158,-1521,-49,16898,0.001191
3.6575,-3.0975,-0.175,0.353089,-1.01317,0.582766,-1542,-66,16918,0.001192
-0.6125,-0.1925,3.6225,0.357927,-0.992979,0.595243,-1462,-75,16884,0.001192
3.8675,-3.325,4.0775,0.333791,-1.02974,0.592569,-1474,-57,16892,0.001192
-0.175,0.945,-4.445,0.338233,-1.04416,0.530621,-1499,-26,16855,0.00119
4.305,0.945,2.0475,0.336569,-1.04543,0.573686,-1518,-51,16873,0.001191
-0.385,-0.1925,-0.175,0.34119,-1.03744,0.532467,-1478,-63,16915,0.001192
-0.8225,2.065,2.73,0.299325,-1.02737,0.539365,-1489,-80,16926,0.001192
0.2625,0.035,3.395,0.305789,-1.05146,0.576425,-1510,-76,16888,0.001192
-4.2175,-0.6475,2.5025,0.248829,-1.04578,0.541748,-1508,-89,16868,0.001192
0.2625,0.49,-0.8575,0.265094,-1.04766,0.508854,-1520,-54,16906,0.001192
-3.78,0.49,-0.4025,0.242324,-1.04847,0.521222,-1500,-50,16864,0.001192
-1.05,0.945,3.185,0.25715,-1.06531,0.49067,-1479,-74,16879,0.001192
0.0525,0.945,-0.63,0.276073,-1.07515,0.443322,-1499,-46,16840,0.001192
-3.3425,0.035,-0.8575,0.290888,-1.09034,0.449361,-1504,-54,16916,0.001192
-1.26,2.2575,-4.655,0.265441,-1.04483,0.48335,-1486,-63,16929,0.001192
0.7,-1.33,0.2625,0.255371,-1.072,0.506529,-1516,-44,17114,0.001191
-4.2175,2.7125,0.7175,0.261721,-1.0622,0.511488,-1496,-43,16873,0.001191
4.095,2.485,1.155,0.29133,-1.01684,0.532847,-1503,-48,16859,0.001191
-1.05,0.035,-0.8575,0.275382,-1.00875,0.551376,-1513,-93,16888,0.001191
0.7,2.7475,3.395,0.30544,-0.987428,0.564977,-1506,-71,17141,0.001192
3.22,-0.1925,0.7175,0.29462,-1.00361,0.563341,-1507,-81,16897,0.001191
2.555,2.7125,0.035,0.305017,-1.0422,0.567579,-1495,-73,16916,0.001192
-3.99,-3.99,1.8375,0.263643,-1.04247,0.553665,-1481,-65,16924,0.001192
-0.175,0.49,3.85,0.266067,-1.01818,0.564372,-1482,-83,16869,0.001191
0.0525,-0.875,1.3825,0.248753,-1.01389,0.560309,-1548,-56,16852,0.001192
0.49,1.155,0.9275,0.221094,-1.02037,0.554979,-1524,-83,16927,0.001192
-0.175,2.52,0.035,0.197908,-1.02222,0.553655,-1505,-36,16865,0.001192
0.7,-1.54,0.035,0.154027,-1.03167,0.553316,-1534,-73,16913,0.001192
3.43,-3.535,3.6225,0.158127,-1.02249,0.564749,-1527,-75,16899,0.001192
4.305,-0.6475,-0.175,0.1903,-1.02745,0.537422,-1496,-94,16910,0.001192
0.49,0.945,-0.8575,0.20345,-1.03837,0.537159,-1488,-43,16858,0.001191
-3.3425,0.945,-0.4025,0.172728,-1.05515,0.545084,-1498,-41,16838,0.001191
-0.8225,0.49,-4.445,0.171139,-1.03415,0.519514,-1492,-62,16877,0.001192
-0.175,2.2575,3.185,0.191963,-1.06834,0.508609,-1535,-48,16899,0.001192
-0.8225,2.9225,3.85,0.234592,-1.05914,0.464279,-1498,-78,16882,0.001191
0.0525,-1.54,0.2625,0.242372,-1.06802,0.485887,-1494,-70,16834,0.001191
-4.4275,0.7175,-0.63,0.237308,-1.06007,0.487776,-1491,-86,16861,0.001191
0.49,-2.415,4.0775,0.221021,-1.03384,0.53703,-1512,-66,16897,0.001191
1.1375,1.1725,0.2625,0.222147,-1.02736,0.564592,-1520,-51,16922,0.001191
-3.78,3.15,-0.4025,0.265453,-1.06607,0.531081,-1483,-51,16883,0.001192
2.9925,-1.54,-0.8575,0.280959,-1.07077,0.519893,-1495,-73,16881,0.001192
-0.8225,-0.1925,0.035,0.259446,-1.06972,0.473288,-1530,-73,16903,0.001192
-4.2175,-1.33,-0.8575,0.250068,-1.07545,0.47651,-1527,-43,16889,0.001191
3.6575,-1.7675,0.49,0.233814,-1.07705,0.489926,-1494,-87,16898,0.001192
2.9925,2.94,0.49,0.270632,-1.0611,0.494902,-1541,-62,16891,0.001192
2.7825,1.155,-0.63,0.286144,-1.04746,0.492735,-1501,-88,16835,0.001192
0.0525,4.06,0.2625,0.27964,-1.0574,0.524182,-1505,-57,16845,0.001192
-0.385,0.945,0.7175,0.288157,-1.06132,0.49409,-1500,-81,16892,0.001192
2.345,-0.42,-0.8575,0.29484,-1.07322,0.524031,-1500,-75,16908,0.001192
-1.6975,3.3775,-0.175,0.341824,-1.09695,0.495602,-1506,-62,16918,0.001191
3.6575,2.7125,-3.7625,0.364875,-1.09853,0.485953,-1527,-65,16922,0.001192
3.6575,-1.1025,-3.99,0.400976,-1.09692,0.481381,-1485,-84,16888,0.001192
-0.385,-1.33,0.49,0.412444,-1.087,0.451567,-1501,-56,16850,0.001192
0.0525,-1.995,-3.99,0.423564,-1.08741,0.458813,-1518,-82,16904,0.001192
-3.3425,-4.2175,-3.5525,0.399443,-1.09111,0.452671,-1528,-37,16900,0.001191
0.7,-4.2175,-3.0975,0.436294,-1.06264,0.455162,-1513,-81,16646,0.001191
-0.175,-1.33,-0.63,0.431309,-1.07552,0.404234,-1513,-76,16913,0.001192
-0.175,0.035,0.9275,0.446525,-1.05932,0.377111,-1512,-92,16885,0.001191
-2.695,0.945,-0.4025,0.41961,-1.05944,0.385943,-1486,-59,16867,0.001191
0.7,1.3825,0.7175,0.429905,-1.0459,0.397439,-1500,-54,16906,0.001191
3.6575,-0.1925,0.9275,0.393183,-1.00543,0.410464,-1496,-88,16892,0.001191
1.1375,3.3775,-3.325,0.386249,-0.997291,0.407737,-1498,-59,16900,0.001191
-1.05,-3.5875,1.155,0.395894,-0.99563,0.443629,-1513,-77,16899,0.001191
-4.4275,-3.7625,-3.99,0.381294,-0.997104,0.447809,-1527,-29,16886,0.001192
-0.6125,-0.1925,-4.445,0.373448,-1.01103,0.435511,-1516,-115,16870,0.001191
-0.6125,-1.995,3.185,0.378681,-0.990888,0.453208,-1500,-65,16887,0.001191
3.6575,-1.995,0.49,0.401896,-0.971923,0.444087,-1498,-105,16965,0.001191
0.49,-2.45,0.7175,0.419888,-0.95243,0.455532,-1522,-96,16913,0.001191
-1.26,-0.875,0.035,0.407124,-0.951774,0.454038,-1532,-111,16980,0.001192
-9.0125,2.2925,-0.175,0.447176,-0.963367,0.453522,-1501,-129,16847,0.00119
3.9725,-1.1025,0.2625,0.494083,-0.96461,0.439544,-1464,172,16251,0.001191
2.2225,4.2875,-3.0975,0.41998,-0.957649,0.436519,-1611,-377,17961,0.001192
0.0525,0.035,-0.4025,0.423647,-0.913624,0.429808,-1483,25,17359,0.001192
-1.6975,4.515,0.2625,0.40673,-0.89145,0.462855,-1563,-322,17466,0.001192
-3.01,3.8325,-0.4025,0.463552,-0.91463,0.462571,-1367,57,16230,0.001191
1.575,3.15,-0.4025,0.472433,-0.948162,0.469484,-1501,-94,16634,0.001191
2.9925,2.485,-3.7625,0.443721,-0.938356,0.440185,-1486,-15,16829,0.001192
2.66,-2.1875,-4.445,0.479789,-0.941767,0.485331,-1639,-99,17183,0.001192
-0.385,-0.875,0.7175,0.445247,-0.925406,0.5053,-1620,-137,17261,0.001192
-3.5525,-0.1925,-0.4025,0.463026,-0.919095,0.489214,-1549,-55,16848,0.001192
-2.905,-0.875,0.2625,0.461557,-0.920556,0.495166,-1506,-86,16719,0.001193
-2.3625,-1.5575,-0.175,0.454117,-0.891113,0.493024,-1484,-64,16724,0.001192
1.3475,-4.2175,-3.99,0.499153,-0.854167,0.456031,-1446,-24,16777,0.001192
0.2625,-3.535,-0.63,0.476953,-0.841521,0.452605,-1483,-117,17040,0.001192
-0.385,-1.995,-0.8575,0.465913,-0.832774,0.442192,-1490,-65,17011,0.001192
2.45,-0.875,-0.63,0.464805,-0.835621,0.437365,-1501,-84,17030,0.001193
7.245,-3.7625,0.49,0.478461,-0.815273,0.39851,-1580,70,17230,0.001192
-0.6125,4.515,3.6225,0.357435,-0.779197,0.400902,-1706,-385,17694,0.001192
-3.885,2.065,-0.175,0.431026,-0.80835,0.426382,-1459,57,16661,0.001192
-2.5725,0.945,-0.175,0.444065,-0.81093,0.467005,-1400,122,15545,0.001192
-0.175,-2.6425,0.035,0.468038,-0.828211,0.462926,-1430,-59,16156,0.001192
3.9725,-3.7625,1.61,0.440905,-0.848847,0.463956,-1471,-46,17249,0.001191
3.6575,-1.1025,-0.175,0.418805,-0.837091,0.460502,-1557,-206,17731,0.001191
0.49,2.485,1.3825,0.401251,-0.843259,0.461559,-1498,-41,17192,0.001192
-1.4875,-0.875,0.7175,0.382342,-0.826614,0.486772,-1523,-140,16806,0.001192
-2.345,-0.875,0.9275,0.425814,-0.822739,0.4867,-1480,85,16163,0.001191
3.0975,-3.325,0.49,0.422,-0.827693,0.492202,-1540,-181,17176,0.001191
0.49,-1.33,0.035,0.387295,-0.858615,0.509087,-1525,-213,17297,0.001191
1.575,-0.42,0.49,0.349643,-0.86375,0.552075,-1526,-153,17054,0.001191
-1.6975,2.52,0.035,0.335398,-0.879804,0.54883,-1500,-114,16774,0.001191
-1.4875,1.61,-0.175,0.355438,-0.847547,0.55441,-1479,-45,16785,0.001191
2.2225,0.7175,-0.4025,0.359033,-0.861361,0.562095,-1498,-46,16853,0.001191
-3.01,0.945,-4.445,0.393773,-0.861772,0.555661,-1499,64,16368,0.001191
1.785,3.605,-3.7625,0.421867,-0.827231,0.509499,-1546,-60,16642,0.001191
0.9275,-1.7675,-0.175,0.385067,-0.803665,0.544808,-1551,-235,17314,0.001191
